review_text,label
"Sedapp, boleh kalau kempunan ayam goreng stail korea",positive
Mee goreng mamak kurang kick. Tapi bolehbla gagah..tp x capai piawaian yang sepatutnya. Satay memang sedap.,positive
ok lah,positive
Mee goreng mamak dia memang padu syahdu beb. No 1 di Perlis bagi aku. Hampa kena try.,negative
Memuaaskan,negative
"Kueteow goreng paling best di perlis..no 1 di perlis.takdak sapa boleh lawan takat la ni.nasi goreng,mee goreng,mee goreng mamak pun sama..bukan nak muhong..tak caya mai try tengok..bukan lawak2 ni...sedap tak tau nak haaaaaaaaaaaabaaaq...",negative
Sedap repeat,positive
MEE MAMAK ANTARA PALING BEST YG PERNAH MAKAN,positive
...mkanan sedappp,positive
delicious food..char kuey teow best,positive
Servis cepat..,positive
Semua makanan sedap...memang terbaikkk...,positive
Koew teow sedap... kalu tiap kali aku pi buka... aku bg 5 bntg... kdg2 asyik tutup wlaupun bkn ari sabtu...,positive
Sedap2 belaka,positive
Koew Teaw kerang terbaikk. Sedapp,positive
Sedap ooi.. Tapi pedas.. Kena dengan selera aku...,positive
Koew teow goreng torbaikk,positive
Best kuetiau diaaaa...selalu repeat,positive
Koteow kerang best,positive
Makan sedap n service terbaikkk..,positive
Serving  good char kuew teow,positive
Best punya,positive
menu termasuk western (chicken chops dll). special menu - kueytiau kerang yg tak berminyak - memang sedap,positive
Agak kecewa sbb banyak menu yg xdak....,negative
"Bakso Medan - sup sdp , bakso sdp , Taugeh crunchy , cuma yg potong sambal dia terlampau masam . Nasi Lemak Ayam Buttermilk - nasi lemak berasa lemaknya , ayam buttermilk sdp gila , cuma manis masin cuma pds sikit untuk bdk2 . Portion bsaq , smbal biasa2 Koay Teow Kerang - sdp terasa wok nya , masin Manis dia balance . Kerang dia besaq2 tp liat . Portion kecik . Overall hrga agak keras untuk rasa n portion yg kami dpt tmbah2 ayaq , cwn kecik sgt . Servis rasa mcm awkward sikit , waiter pndang2 semacam . Semoga Terus Maju Jaya Buat Owner",negative
"Kebersihan 5 Layanan staff 5 Kepelbagaian menu 4.5 Kesedapan makanan 5 Kecepatan dapat makanan 4.5 Harga $$ berpatutan Pengalaman makan disini sangat baik dan memuaskan. Sesampainya di kedai masih tiada pelanggan. Ruang makan ada di bahagian dalam dan luar, boleh pilih utk duduk makan di mana. Bahagian ruang makan di dalam lebih cozy dan selesa.. menu juga pelbagai. Ada nasi dan menu makanan berkuah. Rasa makanan yang kami order semua sedap. Recomended utk mencuba makan disini. Tutup pada hari Isnin..",positive
Bnyk menu yg x da harini ..main menu cendul pon x da,positive
Makan ok cuma kalau lebih byk menu lg menarik. X banyak pilihan utk kid yg x mkn nasi. Tapi lokasi mudah cari dan x sesak,negative
Nak aneka menu yg pelbagai dtg hujung minggu ja Sbb x smua trtulis dlm menu available hari2 Tmbh2 dtg wktu ptg weekdays byk menu yg habis Last2 order grg2 jaa.. Order cendol hritu pun jagungnya mcm sdikit msm.. Sorry,negative
Order nasi lemak ayam goreng dan buttermilk chicken..dua2 sedap..kopi o ais kaw...nice ambience...comel jer kedai...portion and price reasonable...,positive
"Cendol Sedap Jugak , pelik bila org kata so so , mungkin dia first time makan cendol . Koteaw goreng pun surrr , ada rasa wok belanga tu.  1 ja slack sikit , radio ka music kuat masa sy p . Sy mmg x selesa bila makan ada bunyi music .  Yang lain terbaik dah",positive
"Order mee goreng mamak dan kue tiaw goreng. Kue tiaw dia sedap ala chinese food, cuma mee goreng kurang sikit dia punya mamak. Cendol dia sedap cuma cendol hijau dia tak banyak. Harga pun murah jadi berbaloi dengan harga.",positive
Pergi dah pukul 2.30.. makanan byk dah hbis.. order kueh tiaw 4.. 4/4 hangit.. mungkin tukang masak dah penat.. mee goreng dia ok..  cendol dia byk bahan.. sedap.. view cantik.. service okay..,negative
Buoni drinks!,positive
"Makanan ok. Kalau musim panas pergi laa petang2. Terlalu panas untuk lunch. Tapi 1 kelemahan, pengurusan tak marah, tegur, atau bagi peringatan pada customer hisap rokok. So mmg tak friendly utk family yang ada anak kecik. Sangat2 tak sesuai.",negative
Best. Makan sambil ditemani angin sepoi2 bahasaa. Mee goreng kerang dia sedapp,positive
Santai,positive
Jjcm @Perlis. On the spot cari tmpt makan then terus singgah disini. Memang takde kecewa. Mi goreng terpaling sedap. Soto pun tak kurang hebat. Laksa utara memang original (tak sempat ambil gambar). Cendol memang layan minum masa cuaca panas. Roti dia sempoi padu. Harga pula mesra rakyat. Boleh repeat.,negative
"SERVICE LAMBAT NAK MATI, TNGOK 10 KALI DOK LAP TANGAN GUNA KAIN BURUK TU AYAQ TAKLEH MAI HANTAQ LAGI. AMBIK ORDER MCAM MCAM TAKDAK. ROTI HABAQ TAKDAK TAPI ADA ORNG LAIN DOK ORDER. THEN KAMI ORDER LONTONG KOSONG TAKMAU NASI CAS JUGAKK 6 RINGGITTTTTT TOBAT TAK PI DAH",negative
Cendol padu,positive
Bakso sedap,positive
Kuey teow kerang.....mantap....kedai tepi jalan ja.... parking pun mudah....p lah...,positive
"Harga berpatutan, selesa",positive
Staf friendly Makanan sedap Tempat menarik Cendol terbaik Kteow masin sikit hari yg saya pergi tu mungkin terlajak garam sikit.,positive
Kue tiau goreng sedap!,positive
"kedai tepi jalan, bising sikit sbb ada kereta tapi makanan sedap, service cepat, bersih dan berangin je",positive
Boleh la pergi cuba. Makan simple2 lepak2 cun la,positive
Kotiaw goreng n roti titab sedappp.. boleh repeat lagi nnt. Laksa biasa2 ja..,positive
Cendol terbaik,positive
"Well guys..... Try check this out! new menu CHENDOL is here.... musim hangat panas lit2 gini, pekena cendol senapas dua lega tekak beb..... tambah lak ada add on Durian, Pulut, ABC, Choc Syrup... bla bla.....",positive
Pauh,negative
kolo,negative
Sya suka kedai abg,positive
nice!         ~,positive
"Bagi peminat toboki (tteokbokki) yang lidah melayu, tempat ni sesuai untuk anda sebb tak pedas sangat, tak masam sangat. nasi goreng kimchi ni boleh makan, tapi ada rasa masam masam sikit.. kalau orang tua makan.. tak leh pi rasa ni... boleh improve lagi nasi putih ni rasa nasik putih biasa yang tambah bijan dan seawed sikit.. berbaloi kalau nak makan dengan ayam. ayaq yang baik, tak manis sangat.. set ayam , dan set ayam sira.. rasa crunchy2.. yang perlu di tambah baik adalah service.. orang mai, depa boleh duduk saja.. kena cari menu dan pi counter untuk bertanya.. pilihan menu jugak perlu ditambah. kita cari bibimbap tak da.. pastu,sinki perlu hari2 cuci.. bagi 3 bintang sbb mudah kalau nak bungkuih bawak balik.",negative
Tempat yang sangat menarik air yang sedap tetapi makanan tak seperti yang digambar dan harga macam tidak berpatutan,negative
biasa-biasa saja,positive
Ayam goreng terbaik,positive
Ok la nak lepak2 dgn cingey..,positive
Makanan sedap.. paling minat tteokbokki kat sini. Kenaa dengan tekak,positive
Beger sedap ayam sedap,positive
Makanan sedap semua menarik.. portion pon bnyk mkn kenyang.. air ja x brapa sgt,positive
Servis mantap ! Makanan sedap ! Suasana kedai pun best!,positive
"beli chicken crispy extra spicy, but tak pedas pun :(",negative
"Sedap, boleh repeat lagi.",positive
Nak try boleh la..biasa2 ja..hrga boleh tahan mahal,negative
"Tteokbokki  10/10 Kimchi Tafu Soup + Rice  7/10 (kalau pakai daging instead of ayam lagi better dgn harga RM 13) Hot Pepper chicken 10/10 Kimchi Fried Rice 6/10 Overall sedap , kena tekak saya. A bit pricey but okay lah Kedai selesa , nice deco , ada toilet.",positive
ayam hot pepper manis sangat,positive
"Kedai selesa, dekorasi menarik, rasa sedap boleh tahan.",positive
Sooooo sedap,positive
Makanan korea kat sini seriously sedap. Terbaik,positive
Nasi putih ayam buttermilk boleh tahan lah   before ni pernah try ramen..sedap & pedas,positive
Tempahan sate sedap,positive
portion takberbaloi dengan harga....,positive
"service terlalu slow walaupun hanya 5 meja, rasa so so la kalau teringin sangat nak masakan korea boleh cuba tp jangan mengharapkan lebih, mybe boleh try western. sy tak pasti western dia sbb x pernah cuba, last time adalah kali pertama saya datang, wife order lain..lain yang sampai haha pastu order semula hampir sejam tapi makanan tu x sampai2 so amnkl keputusan gerak dari kedai tu.",positive
"Ramen, meatball dan fried chicken dia padu teruks. Tteokpokki kureng siket haha but surely will come again",negative
"Selesa , makanan ala korea olahan citarasa melayu. boleh datang sendiri & rate makanan . berbaloi - baloi. biarpun menggunakan bahan - bahan tempatan tetapi rasa seakan - akan di korea.",positive
"Makan bibimbab & ayam dakgangjeon Bibimbab sosnya rasa ori tapi bila mix together nasi n daging rasa melayu plak   ilang originalitynya dan cam terlampau pedas. Ayam dakgabgjeon tu ok la sedap gak. 2nd, Odered by foodpanda dangangjeon chicken, olia aglio spaghetti & ramen. Dangangjeon sedap as usual, olio aglio terlebih pedas & the ramen abit over priced, ramen samyang only.",negative
laksha,positive
"Restoran ok, nampak kemas. Cuma sambal dgn kuah roti canai tak kena dgn tekak, sambal cuma pedas semata, kuah roti xda rasa...",positive
Rasa kalut nak kena oder sb yg mai ambik oder macam taksabar padahal kita dah scan tgok menu igt nk oder dlm app ja    tkpa la kalut2 oder jela apa pun lain kali pi lagi sb suasana kdai ok tak ramai org,negative
"Uishh kena repeat roti canai depa (sedap sangat)   . Service pun padu & sentiasa peka permintaan pelanggan . Tak rugi mai cafe ni , Insha  allah sampai pulak 2,3hari lagi di sini bawak family pulak . Terbaik & sangat recommended #KhalipahCafe",negative
Nasi lemak sedap sungguh,positive
Waffle dia sedap gila. Luar dia rangup tpi dalam dia lembut ja bila makan. Terliuq aih sambil type ni. Nak kena repeat ni,negative
Nasi lemak sedap sgt,positive
"Lokasi strategik fasiliti lengkap makanan sedap , terbaik Tempat letak kenderaan Yang cemerlang suasana menenangkan",positive
Sedap nasi makan dgn gulai ayam kampung,positive
Memang mantap dn best d sini tenang dn menu memang best,positive
kedai bersih cuma harga agak mahal sikit,positive
Masakan Goreng Panas memang sedap,positive
Kena tengok jenis menu.. Ada certain menu sampai lambat.. Tengok meja sebelah sampai lambat.. Tapi dh dpt order. Hmmm...,negative
Berpotensi untuk maju.,negative
"boleh la tempat ni,harga pun berpatutan, sederhana..",positive
Suka sizzling yee mee dia. Terbaikkk,positive
Ada potensi,positive
Puas hati !!!!!! plus 10star lagi,positive
Sizzling dan Chicken Chop     menjadi daya tarikan di sini.,positive
Sedap & murah... Boleh pakat mai try,positive
Sedap..layanan cepat..order pon x lama ...sampai cepat,positive
Sedap la,positive
X de makanan single set,positive
Trbaik,negative
"Best western food in perlis, sedap dan berpatutan. Menu perlu dicuba antaranya chicken cop, lamb cop. Nasi lemak disini juga sedap hanya rm2.50. Nasi lemak dgn pelbagai jenis lauk pauk antaranya lobster RM25.00",positive
Nice lepakkk!,positive
harga berpatutan dgn portion. boleh repeat pe lagi.,positive
Kedai baru..  Makan pun mcm2 ada.. Teh ais padu kaw!! Boleh try.. Peniaga pun ramah2..,negative
Sup tulang the best !!,positive
Tempat yang sesuai untuk merasai masakan kampung di Perlis.,positive
"Overall saya berpuashati dgn masakan disini, berbaloi dtg dari jauh kesini",positive
Makan murah dan sedap. Banyak pilihan. Kena cuba,positive
"Setiap kali blk kg , wajib p makan.",positive
Makanan tengahari banyak pilihan dan berbaloi. Pilihan pencuci mulut juga ada.,positive
"kalini agak mahal untuk banyak ni RM 90+. jangan pi bayar kat counter ada budak lelaki, dia kira mahal. sekian dari orang perlis yg banyak kali pi sana sejak 2012",negative
Berbaloi kalau amik keli & sayur sahaja. Kalau amik yg lain mahal sikit.,positive
Bagi saya murah la kedai ni. Walaupun dah terkenal tapi masih kekalkan harga rendah. Terbaik,positive
Makanan ok,negative
Banyak menu makanan melayu.,negative
"Dah tak MCM dulu, Baik P warong rasanya.",positive
"ruang luas tapi meja makan sikit,sempit..harga tak sesuai dengan makanan dan tempat",negative
"Makanan sedap, tempat parking pon luas",positive
"masakan melayu authentic, recommended",positive
"Pelbagai jenis makanan tengahari ada disini. Vegetarian options: Pelbagai menu yg sesuai untuk.vegetarian Parking: Parking yg luas ,percuma dan mudah.",positive
Sedap. Byk lauk dan pelbagai pilihan,positive
"A very popular spot for lunch among locals and those visited Perlis. Wode varieties of local foods including ikna bakar , ulam ulaman , sambal belacan, Ikan Pekasam etc.",positive
masyallah sedap sangat makan dekat sini. harga pun murah. ulam ulaman semua ada dan fresh. bayangkan makan 3 orang rm36 include air. memang terbaik. akan repeat lagi. environment memang lawaaa sangat. tempat makan luas kemas dan bersih. parking luas cuma ramai sgt customer drg sbb sedap. memang terbaik.,positive
One of the best place to have lunch at Perlis...Banyak Pilihan lauk cuma mungkin boleh buat penambahbaikan dari sistem ambil pesanan Air..,positive
Boleh Cuba le,positive
Sajian makanan sgt bagus.Ada perbagai juadah & harga nya sgt rahmah! Servis sgt baik. Pekerja peramah. Keadaan/kedudukan lokasi sgt strategi & mudah utk parking kenderaan... Dietary restrictions: Semua bagus & memuaskan.,positive
"Makanan ok sedap. Tp bagi saya time convo ni p mahal sangat dia kira. 6 org + nasi suku utk budak, air manis hanya 2 org, lain semua minum air suam. Pastu lauk ayam goreng 4 org ambik, dgn pelam mangga jeruk tu. 2 org ambik ikan bawal. Harga rm80.. mkck depan sy ambik ikan keli bungkus 4 ekor, kuah lain lagi 3 bungkus , sayur lg, baru rm70.. mgkin harga org yg kira xkonsisten. Ikan bawal dgn nasi shj dh rm18 ya. Sila pamerkan harga ikan dan ayam masa tgh cedok senang org nk kira. blh la sekali sekala nk makan..",positive
menu utama ikan keli goreng masih rasa macam dulu tak berubah...rangup dan tak terlalu berminyak,negative
Pelbagai masakan kampung..terbaik,positive
"Dah la mahai tak sedap mana pn caj tax lg ,memang megarut memang kedai ni tak boleh datang dah..Tak berbaloi",negative
"Banyak lauk, pilihan.. tempat juga luas..",positive
"Cashier,perlu beritahu pelanggan tempat nak ambil air, setiap kali buat pembayaran, Parking: Letakkan papan tanda had tinggi, untuk kenderaan lalu di bawah khemah berbumbung...",positive
Boleh la  panas lit2,positive
Makanan sedap.Harga berpatutan.,positive
Makanan kampung yang sedap. Pilihan makanan banyak...,positive
"Sangat2 sedap,harga berpatutan.air kosong free je.staff dia semua baik2.sangat2 recomended Anjung Keli ni untuk sapa yang ke Perlis",positive
Ulaman byk gilaaa....yg penting keli goreng rangup+air asam ..perghhhh..super sedap,positive
Mmg rambang mata tgk lauk macam2. Ikan keli mmg tak hanyir dan rangup. Tempat makan sgt selesa dan ada gerai2 bole beli dessert. Ulam2 sgt banyak dan seronok makan ulam yg xpernah saya cuba.,positive
1,positive
"Kualiti dan sedap dia istiqamah sejak sekian lama, tapi harga dia harga pelancong. Tempat makan besaq dan selesa, parking luas. Ikan keli goreng dia tak pernah tak padu.",negative
"Setiap makanan yang dihidangkan nampak menyelerakan seperti ikan keli goreng/keli sambal, ikan bakar dan lauk-lauk yang lain, rasa pon sedap bersesuaian dengan harga restoran. Parking juga disediakan buat pengunjung. Persekitaran restoran juga nampak bersih. Bagi yang minat dengan ulam-ulaman, terdapat banyak pilihan disediakan disamping sambal belacan, air asam yang sedap untuk dicicah.",positive
"Restoran Makan tengahari yang jadi tumpuan pelanggan. Lauk utama ikan keli, bakar, masak sambal dsb.",positive
Mahal nak mampus...kedai dalam bendang ja kot...sbb Tu org Perlis tak nak pergi makan... sorry to said .very very expensive,negative
"Byk pilihan, sedap.. tapi harga dah naik",positive
"Parking luas, lauk banyak, rasa sedap, harga berpatutan. Kuah air asam dia terbaik. Parking: Ruang parking depan kedai sangat luas Wheelchair accessibility: Ramp wheelchair atau stroller disediakan",positive
Makan bole la sedap jgk la.. tapi sistem bayaran x mesra keluarga anak kecik n warga emas. Jenuh la beratuq sblm makan,positive
Lauk disediakan sedap dan segar..harga berpatutan..banyak pilihan hidangan disediakan..sangat berbaloi utk dinikmati,positive
"Pergi lewat dah makanan pun dh banyak habis..tapi sedap2 juga yang tinggal pun. Maybe next time pergi awal sikit. Menu banyak pilihan. Siap ada stall kecik2 untuk yang tak nak makan nasi berlauk..pilihan lain bihun sup, rojak,aiskrim, cendol dll",negative
sesuai utk penggemar ikan keli goreng,positive
Sedap.. Banyak pilihan lauk pauk..,positive
Biasa biasa aje,positive
"Sup tulang kat sini sedap, sesuai ngan selera kami orang utara..",positive
Sedap..makanan sedap2 belaka..org ramai..tp parking luas,positive
Orang terlalu ramai..makanan sedap,positive
Makanan disini sangat sedap dan pelbagai. Korang mesti cuba singgah disini,positive
menu terbaik.. penuh citarasa tradisional,positive
Fantastic food and alot of choice...byk pilihan makanan yg sedap Dan harga berpatutan.mesra pelanggan dgn parking Dan pekerja,positive
Sedap. Banyak pilihan. Strategik. Berpatutan!,positive
"Makanan sedap , ada banyakk pilihann makanann Parking: Parking luass Wheelchair accessibility: Tiadaa tangga sesuai untuk wheelchair",positive
"Lauk gulai rebung ayam, makanan panas dan sedappp yum yum boleh datang lagi lepasni",negative
Keli muda2 lg..rasa mmg sedap..,positive
wajib datang setiap kali balik kampung cari ikan keli..selain tu kelapa jelly pon ada,positive
Makanan amat lazat dan segar.  Boleh dikatakan No  setakat yg saya pernah rasa. Kerabu memang  berasa  kata org Kedah.  Kerabu paku rawan dan jantung pisang adalah terbaik. Sambal tempoyak dan samba kuinin di antara terbaik. Gulai udang memang CUN MELECUN.  Sedap gila. Patutla menjadi pilihan ramai golongan kayangan sepeti yg terpampar di dinding restoran yg menerangkan maksudnya tersendiri.,negative
X sedap mcm dlu,positive
"Best... Ada byk pilihan, sgt memenuhi citarasa.",positive
"Restoren ni mmg pilihan ramai di perlis. Boleh kata tempat wajib klu dtg perlis nk mkn tengahari. Orang merenyut! Banyak gila sajian tradisional makanan melayu kampung di perlis. Of course la tarikan utama dia ikan keli goreng rangup kruk krap kruk krap..boleh kunyah skali tulang..Kemudian ada byk pilihan utk buah2an, desert, and aiskrim. Aku advise hgpa mai sini jam 1030-1200..mai lewat, naseb hgpa la apa lg yg ada",negative
Sedap makanan disini. Banyak pilihan lauk-pauk serta banyak ulam yang susah dijumpai sekarang.,positive
"Makanan sedap. Banyak lauk, banyak pilihan. Tapi minuman ais kurang sangat. Please bagi full ais satu gelas.",positive
Makan memang shedap sgt2.. cuma semua kena beratoq la.. ayaq minum pun kena beratoq lepas byq..,positive
Ikan keli dah makin kecil. Saya datang pukul 2 dah takde sgt lauk yg tinggal. Kena mai awai. Parking: Jalan berbatu,negative
Cawan disposable pun basuh then ulang pakai entah berapa kali. Paling tak suka bila ada penjual dok mai jual kat meja. Orang tengah makan kot. Dah la ayaq nira jual separuh bag plastik harga Yahudi. Rm10. Tak p dah. First and last la.,negative
Banyak pilihan lauk lauk and sedap!,positive
Makan sedap. Tempat selesa..,positive
"Orang ramai ja ..cuti sekolah ka tak cuti sekolah ka kompem penuh..staff ramah...harga boleh tahan ..sekarang dah tambah stall kecik2..sotong grg tepung, cendawan aiskrim dll..masakan kampung paling best",positive
Cukup skali je aku pergi..!!,positive
"Kalau ke Perlis, boleh singgah makan di sini. Peminat ikan keli dan ikan-ikan lain dapat nikmati ikan cicah sambai belacan utara dan cicah air asam. Selain itu, ada berpuluh juadah kampung. Banyak ulam-ulaman serta pencuci mulut yang menyegarkan. Kedai besar, parking pun banyak.",positive
"Sangat sedap, mantap dan menyelerakan. Seekor keli memang tidak cukup. Kedai yang luas dan laju service.",negative
Suka makan disini..terdpt pelbagai sambal dn ulam.. kalau boleh turunnkan sikit harga.. syukur sgt...,positive
Makanan lauk tengahari paling sedap di Perlis..suasana aman..bersih,positive
"Banyak pilihan mknn, kedai pun selesa",positive
Pilihan lauk yg byk dan sedap.4 org makan dan dua air :rm50.murah berbaloi,positive
Pelbagai mknn yg ada. Kemudahan asas di sediakan. Parking kenderaan luas. Harga berpatutan.. Rugi kalau datang Perlis tak cuba MKN di sini.,negative
"Pergi weekend..harga sepinggan nasi, ayam kg Dan bergedil rm20. Di KL pun Masih boleh dapat bawah rm15",negative
Memang cekap habis,negative
"Pelbagai variasi menu. Prefer sekiranya pelayan datang kira harga makanan di meja makan berbanding beratur panjang. Oleh kerana pinggan makan berlapik kertas, didik pelanggan supaya self service selepas selesai makan. Sediakan signage buang sisa makanan di tempat yg disediakan. Boleh memudahkan pekerja mencuci meja. Sekadar cadangan. Apa2 pun menu mmg tidak menghampakan sejak tahun 2005",negative
"Lots of choices to choose from! And the sambal is nice and pedass... Love it! During weekdays not so many people. We went around 130pm. Sorry x sempat nk ambil gambo, lapo terus makan. Sila la singgah. And plus ade juai kueh, pisang goreng, kerepek, cendol n ice cream. Parking: Tempat parking yg luas... Walaupun jalan nye berbatu tp senang nk park.",positive
makanan sedap dan pelbagai..harga berparutan insyaAllah akan datang lagi,positive
harga makanan mahal,negative
1st time i review restoren smpai full star..siyes bg i best kedai ni.cust ramai tp xrimas n panas..ulam2 byk gila..byk btol pilihan makanan..will repeat soon..insyaallah..,negative
Cencaru Bakar Sumbat.,negative
Makanan banyak pilihan. Harga boleh lah untuk org yg mmg untuk makan. Nasi putih ulam dengan ikan kari sekor air kosong 8.30,negative
Banyak pilihan. Masakan sedap.  Suasana meriah,positive
Banyak pilihan lauk,positive
Lauk Byk...,positive
"Makan boleh tahan la. Masa bayar boleh bayar terus kat kaunter atau pun kalau yg datang ramai2, boleh ambik siap2 lepas tu panggil org kirakan. Bab ambik nasi kalau nak lebih kena bagitau yg tukang cedok. Harga dia kira mahal skit je dari biasa. Cuma kena pandai cari masa la sebab tempat ni memang ramai singgah jadi akan rasa sesak skit.",negative
Makanan situ sedap macam biasa.Harga mahai sket tp standard sebab barang pun dah naik.Dekat area ilp kangar.boleh la makan lepak2x sambil hirup suasana kampung,positive
"Tempat selesa, keli terbaik",positive
Semua ok,negative
"slow....lauk cepat habis, orang himpit2.. meja susah nk cari kosong...bukan sedap mana pon, sama mcm kdai lain ja. harga pon mahal.",negative
Tempat yg selesa dan menu yg lazat.,positive
Alhamdulillah....Mabrurrr...Syukran!!!,negative
Tempat duduk terhad. Ada walaun baju merah macam nak makan aku apabila aku duduk di meja sebelah dia.,negative
Memang sedap makanan dia.. Terbaik,positive
"Ikn keli goren sedap,harga berpatutan..parking luas",positive
Banyak pilihan makanan dan tempat.. sila pergi awal utk kepuasan maksima,positive
"Makanan ok sedap, cuma sya xbrapa ok dgn proses bayar dlu bru makan kalau Dine in.. rimas plak kena usung pinggan bawak p kaunter.. harga mahai la jgak .. btoi2 mcm p haji balik hari..  tp atleast mai la kira bill  dkt meja.. ok la skit dgn harga tu.. meja pun kena kemas sendiri dlu org lain punya pinggan.. harap toke baca la.. Parking: Marking banyak cun.. Kid-friendliness: Nak kena usung anak p bayaq dkt kaunter pembayaran salf sarvis..",positive
Sambil menjamu selera sambil layan buskers best,negative
Harga berpatutan.pilihan beraneka,positive
"Tak perlu komen banyak, semua orang tau Anjung Keli makanan dan service macamana",positive
Sedap mcm selalu.  Kena pi awal utk pelbagai pilihan lauk yg menarik,positive
Bersih...teratur,positive
"Makan sedap, tempat duduk banyak, parking luas",positive
"Banyak pilihan makanan Dan semua sedap-sedap. Tak cukup pinggan nak letak lauk, semua rasa nak makan. Signature dish mestilah berasaskan ikan keli, masak lemak ikan keli salai, ikan keli sira pedas & ikan keli goreng memang tak mengecewakan. My favourite dish adalah masak lemak rebung. Terbaikkk",negative
Main dish keli. Lauk lain pun ade. Style nasi campur.,positive
"Ulam penuhhhh, sup tulangg jadi. Aneka sambal pencicah. Sedap2 best2.",positive
"One of the best outlet for nasi campur. Popular dgn pelancung & orang Perlis yang balik kampung atau belanja makan! Banyak pilihan menu masakan melayu, bermacam jenis gulai, sayur, sambal, kerabu, dll. Signature dish - keli goreng, keli sambal... Teringin nak makan keli goreng boleh mai sini. Overall: Sedap - boleh datang lagi. Harga upmarket sikit... LaCanggung...",positive
"Bgus dah staff cedokkan nasi utk pelanggan, tp lepastu dgn muka bengis and ckp pd kami, ambiklah! Sbg pekerja dlm bidang servis, riak muka dan tone suara kena jaga. Penat mana pn, dah namanya kerja. Mungkin x kisah seorg dua pelanggan lari sbb ramai lg pelanggan yg mkn di kedai ni, tp disebabkan attitude ni, xmustahil lama2 org xrasa nk dtg dah. *Org yg cedokkan nasi adalah org yg sama dkt cashier.",negative
Banyak pilihan lauk pauk selera kampung Parking: Ample parking Recommended dishes Lauk Pauk,positive
Lauk sedap + cuci mata..,positive
Parking: Wide,positive
Peak hours tu ramai orang,negative
Dpt nasi mentah harini.. selalu Mai ok ja.. harini ja spoil sbb bawak group,negative
"Masakan kampung terbaik. Keli sambal, gulai rebung, ulam ulam. Maaandi....",positive
Tempat menarik tetapi rasa tak la sedap sangat dan harga agak mahal berbanding kedai lain sekitar perlis ini.,positive
"Makanan yg sedap & pelbagai, murah.",positive
"Like their varied choices of dishes. Ulam2, pucuk manis masak lemak, bergedil, ikan keli goreng ...",positive
Bagi saya makanan dia biasa biasa sahaja. Tapi restoran bersih. Banyak pilihan juadah,positive
Tempat dia luas....siap ada trandisional music di mainkan ...makanan byk pilihan....ikan keli goreng sedap,positive
sedap..harganya boleh tahan   ..,positive
Kliaaa,negative
"Terbaikkk tempat ini.. semua jenis lauk ada, ulam-ulam nya.. pendek kata tak cukup sekoq ikan..",positive
Bnyk lauk dan pilihan.... Tmpat yg strategik...,positive
harga berpatutan & makanan semua sedap2 belaka,positive
Pelbagai jenis lauk pauk dan ulaman.. sedap dan harga yang berpatutan. Memang terbaik.. mesti cuba..,positive
"Sedap, flavourful. Aneka makanan. Lagi sekali, sedap. No wonder ni kedai makan nombor 1 kat perlih. Sedap nokrom!! Kalau mai perlih wajib mai sini.",positive
ikan keli sgttt sedappppp...puas ht makannn,positive
"Ruang makan selesa. Ada ruang aircond kena tambah caj beberapa sen tak silap. Makanan banyak. Ikan keli sedap terbaik. Ayam goreng panas- panas. Sedap. 5 star. Pilihan ulam menarik. Suka sangat. Sambal beraneka dan sedap. Pilihan buah naga, orange, tembikai dan banyak lagi. Ambil nasi, pilih lauk order air dan beratur bayar. Harga berpatutan. Staff baik dan tempat bersih sangat. Toilet semua ada. Kami drive dari Bota lunch di Anjung Keli. 2 hari berturut-turut lunch sini. Alhamdulillahh. Nak pergi lagi.",positive
Puas hati,positive
Sedap. Kedai besar dan ramai. Sentiasa kena tunggu tepi meja tunggu orang habis makan.,negative
Dah lama tak datang sini. Ramai on weekend. Makanan banyak pilihan. Ada kugiran juga. Makanan sedap.,positive
Tempat sesuai bawak untuk makan nasi campur. Banyak pilihan dan meja banyak ya anat. Dari segi harga kalau telur mata rm2 seketul korang nilaikan lah sendiri mahal ke tak. Tapi sedap la.,positive
Macam macam jenis masakan. Ramai sungguh orang,negative
Keli goreng crispy,positive
Tempat makan yg menarik selesa walaupun ramai pelanggan  aneka lauk  semua sedap utk di makan  memang terbaikkkk,positive
Best air asam. Everything ikan keli. Better bayar dulu baru makan. Ada lauk lain but everything is keli.,positive
"Banyak menu masakan termasuk ulam- ulaman, buah",positive
"tempat mahal,, dulu mkn dua org mkn bru belas2 ringgit. skrg mkn dua org mkn lauk sama jgk dh dekat 30.. hampehh.. kuah gulai pn cair",positive
Keli best... Tp ramai org,positive
Selesa dan harga berpatutan,positive
sampai sini.. makan tengahari,negative
"Lauk banyak. Parking pun banyak, senang nak cari. Lauk-lauk pun sedappp dan murah. Self service ya. Ambil lauk dan terus ke kaunter untuk bayar sebelum makan.",positive
Besar selesa  menu pun bnyk.,positive
"Semua sedap, sila pergi awal. By 12 pun dah crowded.",positive
"Makanan sedap,harga berbaloi.banyak pilihan lauk pauk dan ulam ulaman",positive
Sentiasa terbaik,positive
Dimana-mana ada keli,negative
"Menu pilihan, pilih yng ada suka, sedap2 semuanya..terbaik..",positive
"Sedap, selesa dan mesra.",positive
Lauk banyak...tempat parking luas...harga berpatutan...disyorkan...,positive
Sedap masakan disini,positive
Ayaq Adam sedap mampos heee,positive
Kena makan mee udang.,negative
Selese,positive
